repo,focal_method,test_method,missed_branches,total_branches,missed_lines,total_lines,branch_coverage,line_coverage
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Table.java###getRowCount,test11,1398,1399,2761,2817,0.0007147962830593281,0.01987930422435215
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/QuickSort.java###sort,test0,1386,1399,2778,2817,0.009292351679771264,0.013844515441959531
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/QuickSort.java###sort,test1,1386,1399,2778,2817,0.009292351679771264,0.013844515441959531
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/QuickSort.java###sort,test2,1388,1399,2779,2817,0.007862759113652609,0.013489527866524671
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/QuickSort.java###sort,test3,1395,1399,2799,2817,0.0028591851322373124,0.006389776357827476
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/QuickSort.java###sort,test4,1395,1399,2799,2817,0.0028591851322373124,0.006389776357827476
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/QuickSort.java###sort,test5,1399,1399,2815,2817,0.0,0.0007099751508697196
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/QuickSort.java###sort,test1,1386,1399,2778,2817,0.009292351679771264,0.013844515441959531
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/QuickSort.java###sort,test3,1395,1399,2799,2817,0.0028591851322373124,0.006389776357827476
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/QuickSort.java###sort,test6,1399,1399,2816,2817,0.0,0.0003549875754348598
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###setTextElements,test00,1390,1399,2745,2817,0.006433166547533953,0.025559105431309903
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###setTextElements,test02,1389,1399,2755,2817,0.007147962830593281,0.022009229676961305
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###setTextElements,test05,1399,1399,2775,2817,0.0,0.014909478168264111
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###setTextElements,test16,1399,1399,2775,2817,0.0,0.014909478168264111
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###addTextChunk,test00,1390,1399,2745,2817,0.006433166547533953,0.025559105431309903
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###addTextChunk,test01,1390,1399,2757,2817,0.006433166547533953,0.021299254526091587
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###addTextChunk,test03,1391,1399,2757,2817,0.005718370264474625,0.021299254526091587
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###addTextChunk,test04,1390,1399,2757,2817,0.006433166547533953,0.021299254526091587
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###addTextChunk,test09,1398,1399,2777,2817,0.0007147962830593281,0.014199503017394392
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###removeRepeatedCharacters,test01,1390,1399,2757,2817,0.006433166547533953,0.021299254526091587
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###removeRepeatedCharacters,test02,1389,1399,2755,2817,0.007147962830593281,0.022009229676961305
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###removeRepeatedCharacters,test03,1391,1399,2757,2817,0.005718370264474625,0.021299254526091587
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###removeRepeatedCharacters,test04,1390,1399,2757,2817,0.006433166547533953,0.021299254526091587
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###removeRepeatedCharacters,test08,1399,1399,2777,2817,0.0,0.014199503017394392
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###removeRepeatedCharacters,test12,1386,1399,2747,2817,0.009292351679771264,0.024849130280440185
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###getTextElements,test05,1399,1399,2775,2817,0.0,0.014909478168264111
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###getTextElements,test06,1395,1399,2767,2817,0.0028591851322373124,0.01774937877174299
